id,country,location,name,lat,lng
AUGUN,AU,GUN,Gunning,-34.47,149.16
AUGUR,AU,GUR,The Gurdies,-38.22,145.33
AUGVL,AU,GVL,Graceville,-27.31,152.59
AUGVP,AU,GVP,Greenvale,-35.03,146.53
AUGVW,AU,GVW,Grass Valley,-31.39,116.48
AUGWA,AU,GWA,Greenwood,-31.49,115.47
AUGWG,AU,GWG,Gnowangerup,-33.57,118
AUGWT,AU,GWT,Geelong West,-38.08,144.21
AUGXM,AU,GXM,Gateshed,-32.58,151.41
AUGXN,AU,GXN,Gawler,-34.36,138.44
AUGXQ,AU,GXQ,Geelong North,-38.06,144.21
AUGXR,AU,GXR,Lawson,-33.43,150.25
AUGXW,AU,GXW,Gol Gol,-34.11,142.13
AUGYJ,AU,GYJ,Frankland River,-34.21,117.06
AUGYL,AU,GYL,Argyle,-16.68,128.43
AUGYM,AU,GYM,Kendenup,-34.29,117.39
AUGYN,AU,GYN,Kareela,-34.01,151.05
AUGYP,AU,GYP,Gympie,-26.19,152.66
AUGYU,AU,GYU,Kyneton,-37.15,144.26
AUGYW,AU,GYW,Kingsthorpe,-27.28,151.5
AUGYX,AU,GYX,Kilcoy,-26.57,152.33
AUGYZ,AU,GYZ,Kersbrook,-34.47,138.51
AUH8S,AU,H8S,Schofields,-33.43,150.52
AUHAB,AU,HAB,Haberfield,-33.52,151.08
AUHAH,AU,HAH,Hahndorf,-35.02,138.48
AUHAL,AU,HAL,Halifax,-18.35,146.17
AUHAM,AU,HAM,Hampton,-38.2,145.15
AUHAP,AU,HAP,Long Island,-30.93,150.81
AUHAR,AU,HAR,Harcourt,-37,144.15
AUHAS,AU,HAS,Hastings,-38.18,145.15
AUHAT,AU,HAT,Heathlands,,
AUHAY,AU,HAY,Haymarket,-33.52,151.12
AUHAZ,AU,HAZ,Hazelmere,-31.54,115.59
AUHBA,AU,HBA,Hobart,-42.52,147.18
AUHBE,AU,HBE,Heatherbrae,-32.47,151.44
AUHBS,AU,HBS,Homebush/Sydney,-33.52,151.03
AUHBW,AU,HBW,Heidelberg West,-37.44,145.02
AUHCG,AU,HCG,Hoppers Crossing,-37.52,144.41
AUHCQ,AU,HCQ,Halls Creek,-18.22,127.66
AUHDC,AU,HDC,Condah,-37.57,141.45
AUHDD,AU,HDD,Hoddles Creek,-37.5,145.35
AUHDN,AU,HDN,Harden,-34.33,148.23
AUHEA,AU,HEA,Heathwood,-27.28,152.59
AUHEE,AU,HEE,Myrrhee,-36.45,146.19
AUHEI,AU,HEI,Heidelberg,-37.45,145.04
AUHEL,AU,HEL,Helidon,-27.33,152.08
AUHEM,AU,HEM,Hemmant,-27.27,153.08
AUHEN,AU,HEN,Hendra,-27.25,153.16
AUHET,AU,HET,Heathmont,-37.5,145.15
AUHFR,AU,HFR,Henderson,-32.1,115.46
AUHGD,AU,HGD,Hughenden,-20.84,144.2
AUHGH,AU,HGH,Hughesdale,-37.53,145.56
AUHH5,AU,HH5,Merewether,-32.56,151.45
AUHHT,AU,HHT,Highett/Melbourne,-37.56,145.02
AUHHW,AU,HHW,Hunters Hill,-33.5,151.08
AUHID,AU,HID,Horn Island,-10.6,142.28
AUHIG,AU,HIG,Highbury,-33.05,117.23
AUHIH,AU,HIH,Hook Island,-33.68,150.16
AUHIP,AU,HIP,Headingly,,
AUHIS,AU,HIS,Hayman Island,,
AUHL2,AU,HL2,Hillbank,-34.07,138.07
AUHLB,AU,HLB,Henley Beach,-34.55,138.29
AUHLK,AU,HLK,Holland Park,-27.31,153.04
AUHLL,AU,HLL,Hillside,-37.69,144.74
AUHLM,AU,HLM,Hallam,-38,145.26
AUHLR,AU,HLR,Hillarys,-31.48,115.44
AUHLS,AU,HLS,Saint Helens,-38.25,142.06
AUHLT,AU,HLT,Hamilton,-37.74,142.02
AUHLV,AU,HLV,Helenvale,,
AUHMC,AU,HMC,HMAS Cerberus,-38.22,145.11
AUHMG,AU,HMG,Hermannsburg,-23.94,132.77
AUHML,AU,HML,Hamilton,-32.55,151.44
AUHMS,AU,HMS,Hindmarsh,-34.54,138.34
AUHNK,AU,HNK,Hinchinbrook Island,-18.23,146.17
AUHOC,AU,HOC,Charlton,-36.16,143.21
AUHOE,AU,HOE,Wivenhoe,-41.05,145.56
AUHOK,AU,HOK,Hooker Creek,,
AUHOL,AU,HOL,Holden Hill,-34.51,138.4
AUHOR,AU,HOR,Hornsdale,-33.04,138.31
AUHOT,AU,HOT,Hope Tun,,
AUHOY,AU,HOY,Hornsby,-33.42,151.06
AUHPE,AU,HPE,Hope Vale,-15.29,145.1
AUHPK,AU,HPK,Horsley Park,-33.51,150.51
AUHPL,AU,HPL,Hope Island,-27.52,153.21
AUHPN,AU,HPN,Hampton,-33.39,150.03
AUHPO,AU,HPO,Hastings Point,-28.21,153.34
AUHPP,AU,HPP,Happy Valley,-35.05,138.32
AUHPT,AU,HPT,Hay Point,-34.5,144.84
AUHRN,AU,HRN,Heron Island,,
AUHRY,AU,HRY,Henbury,-24.55,133.25
AUHSD,AU,HSD,Hillside,-37.5,147.3
AUHSM,AU,HSM,Horsham,-36.72,142.19
AUHSV,AU,HSV,Healesville,-37.39,145.31
AUHTE,AU,HTE,Hawthorn,-37.49,145.02
AUHTH,AU,HTH,Heathcote,-36.55,144.43
AUHTI,AU,HTI,Hamilton Island,-37.74,142.02
AUHTO,AU,HTO,Hilton,-34.55,138.34
AUHTT,AU,HTT,Halletts Cove,-35.04,138.3
AUHTU,AU,HTU,Hopetoun,-33.94,120.12
AUHTW,AU,HTW,Huntingwood,-33.47,150.53
AUHTY,AU,HTY,Henty,-35.32,147.02
AUHUB,AU,HUB,Humbert River,-16.48,130.62
AUHUD,AU,HUD,Humpty Doo,-12.35,131.07
AUHUM,AU,HUM,Hume,-35.23,149.1
AUHUR,AU,HUR,Hurstville,-33.57,151.06
AUHVB,AU,HVB,Hervey Bay,-25.29,152.85
AUHVI,AU,HVI,Huonville,-43.02,147.02
AUHVY,AU,HVY,Harvey,-33.05,115.53
AUHWD,AU,HWD,Hanwood,-34.2,146.02
AUHWK,AU,HWK,Hawker,-31.88,138.42
AUHWN,AU,HWN,Hawks Nest,-32.4,152.1
AUHWO,AU,HWO,Howlong,-35.59,146.37
AUHWR,AU,HWR,Hawthorndene,-35.01,138.37
AUHWY,AU,HWY,High Wycombe,-31.56,116
AUHXX,AU,HXX,Hay,-34.5,144.84
AUHY5,AU,HY5,Red Hill South,-38.23,145.26
AUHYD,AU,HYD,Hyden,-32.27,118.52
AUHYI,AU,HYI,Hardy Island,-32.99,139.26
AUICL,AU,ICL,Isis Central,-25.13,152.27
AUIDK,AU,IDK,Indulkana,-26.96,133.3
AUIFF,AU,IFF,Iffley,-22.23,148.43
AUIFL,AU,IFL,Innisfail,-17.52,146.03
AUIGA,AU,IGA,Colignan,-34.33,142.23
AUIGF,AU,IGF,Ingle Farm,-34.5,138.38
AUIGG,AU,IGG,Jannali,-34.01,151.04
AUIGH,AU,IGH,Ingham,-18.64,146.16
AUIGL,AU,IGL,Kensington,-33.55,151.13
AUIGN,AU,IGN,Ingleburn,-34,150.52
AUIGR,AU,IGR,Kingswood,-33.45,150.45
AUIGV,AU,IGV,Kyeemagh,-33.57,151.09
AUIGX,AU,IGX,La Perouse,-33.59,151.14
AUIHO,AU,IHO,Ivanhoe,-32.56,144.17
AUIKP,AU,IKP,Inkerman,-34.28,138.25
AUILL,AU,ILL,Panton Hill,-37.39,145.14
AUILM,AU,ILM,Seaholme,-37.52,144.5
AUIMR,AU,IMR,Strathmore,-37.38,142.29
AUIMV,AU,IMV,Midvale,-31.53,116.01
AUIMY,AU,IMY,Invermay,-41.25,147.08
AUINJ,AU,INJ,Injune,-25.84,148.56
AUINM,AU,INM,Innamincka,-27.74,140.73
AUINN,AU,INN,Innaloo,-31.53,115.47
AUINR,AU,INR,Maianbar,-34.04,151.07
AUINV,AU,INV,Inverloch,-38.38,145.43
AUIPS,AU,IPS,Ipswich,-27.61,152.76
AUIRG,AU,IRG,Lockhart River,-12.78,143.34
AUIRY,AU,IRY,Irymple,-34.15,142.1
AUISA,AU,ISA,Mount Isa,-20.72,139.49
AUISI,AU,ISI,Isisford,-24.25,144.43
AUITH,AU,ITH,Ichthys,-13.36,123.18
AUIUH,AU,IUH,Bellevue Hill,-33.52,151.15
AUIVE,AU,IVE,St Ives,-33.44,151.1
AUIVR,AU,IVR,Inverell,-29.77,151.11
AUIVW,AU,IVW,Inverway,,
AUIWS,AU,IWS,Collinswood,-34.53,138.37
AUJAB,AU,JAB,Jabiru,-12.67,132.83
AUJAC,AU,JAC,Jackson,-26.39,149.37
AUJAD,AU,JAD,Jandakot,-32.1,115.86
AUJAR,AU,JAR,Jarrahdale,-32.21,116.04
AUJBH,AU,JBH,Jamboree Heights,-27.33,152.56
AUJCK,AU,JCK,Julia Creek,-20.65,141.74
AUJDE,AU,JDE,Jerilderie,-35.21,145.44
AUJDP,AU,JDP,Joondalup,-31.44,115.46
AUJEB,AU,JEB,Jervis Bay,-35.07,150.41
AUJGA,AU,JGA,Lansdowne,-31.46,152.32
AUJGF,AU,JGF,Leumeah,-34.03,150.5
AUJGH,AU,JGH,Lilli Pilli,-34.04,151.07
AUJGL,AU,JGL,Loftus,-34.03,151.03
AUJGN,AU,JGN,Long Point,-34.01,150.54
AUJGO,AU,JGO,Longueville,-33.49,151.09
AUJGR,AU,JGR,Lugarno,-33.59,151.02
AUJHQ,AU,JHQ,Shute Harbour,-20.28,148.78
AUJIM,AU,JIM,Jimboomba,-27.5,153.02
AUJML,AU,JML,Laurieton,-31.39,152.48
AUJMR,AU,JMR,Jerrabomberra,-35.19,149.09
AUJNE,AU,JNE,Junee,-34.52,147.35
AUJOV,AU,JOV,Jabiru Venture (oil terminal),,
AUJST,AU,JST,Jamestown,-33.12,138.36
AUJSW,AU,JSW,Jerry Plains,-32.3,150.55
AUJUK,AU,JUK,Timboon,-38.29,142.59
AUJUN,AU,JUN,Jundah,-24.83,143.06
AUJUR,AU,JUR,Jurien Bay,-30.3,115.04
AUJWI,AU,JWI,Canowindra,-33.34,148.4
AUKAA,AU,KAA,Killara,-33.46,151.09
AUKAD,AU,KAD,Kadina,-33.58,137.43
AUKAH,AU,KAH,Melbourne City Heliport,,
AUKAN,AU,KAN,Kangarilla,-35.09,138.39
AUKAP,AU,KAP,Kapunda,-34.21,138.54
AUKAR,AU,KAR,Kardinya,-32.04,115.48
AUKAW,AU,KAW,Kawana,-26.45,153.05
AUKAX,AU,KAX,Kalbarri,-27.71,114.16
AUKAY,AU,KAY,Kayena,-41.11,146.53
AUKBB,AU,KBB,Kirkimbie,,
AUKBD,AU,KBD,Kimberley Downs,,
AUKBG,AU,KBG,Koolyanbobbing,-30.5,119.33
AUKBI,AU,KBI,Kellerberrin,-31.38,117.42
AUKBJ,AU,KBJ,Kings Canyon,-24.25,131.57
AUKBO,AU,KBO,Keysborough,-38.01,145.1
AUKBP,AU,KBP,Kurraba Point,-33.5,151.13
AUKBY,AU,KBY,Streaky Bay,-32.79,134.2
AUKCE,AU,KCE,Collinsville,-20.54,147.84
AUKCS,AU,KCS,Kings Creek Station,-24.4,131.81
AUKDA,AU,KDA,Kendall,-31.36,152.44
AUKDB,AU,KDB,Kambalda,-31.21,121.62
AUKDS,AU,KDS,Kamaran Downs,,
AUKEA,AU,KEA,Kenmore,-27.31,152.56
AUKED,AU,KED,Kedron,-27.23,153.02
AUKEE,AU,KEE,Kewell,-36.3,142.25
AUKEI,AU,KEI,Keith,-36.06,140.21
AUKEL,AU,KEL,Kelso,-33.25,149.36
AUKEM,AU,KEM,Kemblawarra,-34.29,150.53
AUKEN,AU,KEN,Keon Park,-37.41,145
AUKER,AU,KER,Kingower,-36.37,143.45
AUKEW,AU,KEW,Kewdale,-31.97,115.93
AUKEY,AU,KEY,Keyneton,-34.34,139.08
AUKFG,AU,KFG,Kalkurung,,
AUKGA,AU,KGA,Kembla,-34.26,150.49
AUKGC,AU,KGC,Kingscote,-35.65,137.63
AUKGF,AU,KGF,Kangaroo Flat,-36.47,144.14
AUKGG,AU,KGG,Kingsgrove,-33.57,151.06
AUKGI,AU,KGI,Kalgoorlie,-30.74,121.47
AUKGL,AU,KGL,Kungala,-29.57,153.01
AUKGN,AU,KGN,Kingston,-35.18,149.08
AUKGO,AU,KGO,Kangaroo Ground,-37.4,145.15
AUKGR,AU,KGR,Kulgera,-25.84,133.29
AUKGT,AU,KGT,Kensington,-37.47,144.55
AUKGY,AU,KGY,Kingaroy,-26.54,151.83
AUKIA,AU,KIA,Kanimbla,-16.55,145.43
AUKIB,AU,KIB,King Bay,-33.08,119.68
AUKIL,AU,KIL,Kilmore,-37.18,144.57
AUKIT,AU,KIT,Kingston,-42.97,147.3
AUKJH,AU,KJH,Welland,-34.54,138.32
AUKKD,AU,KKD,Kalkadoon,-22.3,142.22
AUKKP,AU,KKP,Koolburra,,
AUKKQ,AU,KKQ,Kurri Kurri,-32.49,151.28
AUKLB,AU,KLB,Kilburn,-34.51,138.35
AUKLL,AU,KLL,Maryknoll,-38.55,145.36
AUKLP,AU,KLP,Klein Point,,
AUKLR,AU,KLR,Keilor,-37.43,144.5
AUKLT,AU,KLT,Dalkeith,-31.59,115.47
AUKLU,AU,KLU,Kulnura,-33.13,151.13
AUKLZ,AU,KLZ,Klemzig,-34.52,138.38
AUKMB,AU,KMB,Kambah,-35.23,149.04
AUKML,AU,KML,Kamileroi,,
AUKNE,AU,KNE,Korunye,-34.31,138.31
AUKNG,AU,KNG,Kensington Gardens,-34.92,138.66
AUKNI,AU,KNI,Katanning,-33.69,117.55
AUKNO,AU,KNO,Knoxfield,-37.49,144.58
AUKNS,AU,KNS,King Is,-29.05,167.95
AUKNT,AU,KNT,Kenthurst,-33.4,151
AUKNW,AU,KNW,Knockrow,-28.46,153.32
AUKNX,AU,KNX,Kununurra,-15.77,128.73
AUKNY,AU,KNY,Knowsley,-36.48,144.42
AUKOH,AU,KOH,Koolatah,,
AUKOI,AU,KOI,Koolan Island,,
AUKOM,AU,KOM,Koonoomoo,-36.12,146.88
AUKPK,AU,KPK,Kings Park,-33.44,150.54
AUKPP,AU,KPP,Kalpowar,-24.69,151.3
AUKPS,AU,KPS,Kempsey,-31.07,152.84
AUKQB,AU,KQB,Koonibba,-31.89,133.44
AUKRA,AU,KRA,Kerang,-35.71,143.93
AUKRB,AU,KRB,Karumba,-17.29,140.5
AUKRD,AU,KRD,Kurundi,,
AUKRK,AU,KRK,Kings Park,-41.26,147.09
AUKRM,AU,KRM,Korumburra,-38.26,145.49
AUKRR,AU,KRR,Cranbrook,-34.18,117.32
AUKRW,AU,KRW,Kirrawee,-34.02,151.04
AUKST,AU,KST,Kelmscot,-32.07,116.01
AUKSU,AU,KSU,Kingstown,-30.5,151.11
AUKSV,AU,KSV,Springvale,-37.94,145.15
AUKSY,AU,KSY,Kilsyth,-37.48,145.19
AUKTA,AU,KTA,Karratha,-20.73,116.84
AUKTB,AU,KTB,Katoomba,-33.43,150.19
AUKTN,AU,KTN,Kitan FPSO,-10.36,126.11
AUKTR,AU,KTR,Katherine,-14.46,132.26
AUKTT,AU,KTT,Kent Town,-34.55,138.37
AUKU7,AU,KU7,Kings Park,-34.57,138.35
AUKUD,AU,KUD,Kalamunda,-31.58,116.03
AUKUG,AU,KUG,Kubin Island,-10.23,142.22
AUKUK,AU,KUK,Triabunna,-42.3,147.54
AUKUN,AU,KUN,Kundabung,-31.12,152.51
AUKUP,AU,KUP,Kunda Park,-26.39,153.02
AUKUR,AU,KUR,Kurnell,-34.02,151.18
AUKWA,AU,KWA,Koorawatha,-34.02,148.33
AUKWI,AU,KWI,Kwinana,,
AUKWL,AU,KWL,Stockwell,-34.26,139.03
AUKWM,AU,KWM,Kowanyama,-15.47,141.74
AUKWR,AU,KWR,Koo-Wee-Rup,-38.12,145.29
AUKWT,AU,KWT,Karawatha,-27.38,153.05
AUKYA,AU,KYA,Kyabram,-36.19,145.03
AUKYB,AU,KYB,Yangoonabie,,
AUKYF,AU,KYF,Yeelirrie,,
AUKYI,AU,KYI,Yalata Mission,,
AUKYV,AU,KYV,Killarney Vale,-33.21,151.27
AUL7E,AU,L7E,Belgrave,-37.54,145.21
AULAA,AU,LAA,Lalla,-41.15,147.11
AULAB,AU,LAB,Lady Barron,-40.21,148.24
AULAM,AU,LAM,Lamplough,-37.08,143.31
AULAN,AU,LAN,Langarra,-12.05,135.21
AULAR,AU,LAR,Labrador,-27.57,153.23
AULAU,AU,LAU,Willaura,-37.23,142.45
AULAW,AU,LAW,Illawong,-34,151.02
AULBY,AU,LBY,Largs Bay,-34.49,138.29
AULCG,AU,LCG,Lake Cargelligo,-33.19,146.23
AULCN,AU,LCN,Balcanoona,-30.53,139.3
AULDB,AU,LDB,Lidcombe,-33.52,151.02
AULDC,AU,LDC,Lindeman Island,,
AULDH,AU,LDH,Lord Howe Is,-31.52,159.06
AULDW,AU,LDW,Lansdowne,-17.61,126.74
AULEA,AU,LEA,Learmonth,-37.42,143.72
AULEH,AU,LEH,Leichardt,-36.41,144.04
AULEI,AU,LEI,Leichhardt,-33.53,151.09
AULEL,AU,LEL,Lake Evella,,
AULEN,AU,LEN,Lakes Entrance,-37.53,147.59
AULER,AU,LER,Leinster,-27.91,120.69
AULET,AU,LET,Lethbridge,-37.58,144.08
AULEY,AU,LEY,Oxley,-27.33,152.59
AULFD,AU,LFD,Belford,-32.4,151.17
AULFP,AU,LFP,Lakefield,,
AULGA,AU,LGA,Leongatha,-38.28,145.56
AULGF,AU,LGF,Longford,-30.46,151.07
AULGH,AU,LGH,Leigh Creek,-30.59,138.4
AULGN,AU,LGN,Largs North,-34.49,138.29
AULGR,AU,LGR,Langhorne Creek,-35.17,139.2
AULGT,AU,LGT,Legendre Terminal,,
AULH4,AU,LH4,Lyndoch,-34.36,138.53
AULHC,AU,LHC,Launching Place,-37.46,145.34
AULHG,AU,LHG,Lightning Ridge,-29.43,147.97
AULHI,AU,LHI,Laurel Hill,-35.36,148.06
AULHM,AU,LHM,Lyneham,-35.16,149.08
AULHT,AU,LHT,Littlehampton,-35.03,138.51
AULHW,AU,LHW,Lucas Heights,-34.02,150.58
AULIB,AU,LIB,Limbunya,,
AULIM,AU,LIM,Leasingham,-33.59,138.39
AULIN,AU,LIN,Lindisfarne,-42.5,147.21
AULIV,AU,LIV,Liverpool,-33.91,150.92
AULJY,AU,LJY,Long Jetty,-33.21,151.29
AULKA,AU,LKA,Lockhart,-35.13,146.43
AULKB,AU,LKB,Lakemba,-33.55,151.05
AULKD,AU,LKD,Lakeland Downs,,
AULKU,AU,LKU,Torrensville,-34.91,138.55
AULKW,AU,LKW,Lockwood,-36.5,144.09
AULLD,AU,LLD,Ballandean,-28.48,151.5
AULLE,AU,LLE,Hectorville,-34.53,138.39
AULLG,AU,LLG,Chillagoe,-17.15,144.52
AULLL,AU,LLL,Lissadell,,
AULLN,AU,LLN,Toolleen,-36.43,144.42
AULLP,AU,LLP,Linda Downs,,
AULLS,AU,LLS,Leongatha South,-38.31,145.52
AULME,AU,LME,Bangholme,-38.04,145.17
AULMQ,AU,LMQ,Lake Macquarie,-33.04,151.36
AULNA,AU,LNA,Legana,-41.22,147.03
AULNC,AU,LNC,Lane Cove,-33.49,151.1
AULND,AU,LND,Lindfield,-33.47,151.1
AULNE,AU,LNE,Laanecoorie,-36.49,143.54
AULNG,AU,LNG,Stirling,-35,138.43
AULNH,AU,LNH,Lake Nash,-20.96,137.91
AULNO,AU,LNO,Leonora,-28.88,121.33
AULOA,AU,LOA,Lorraine,,
AULOB,AU,LOB,Lobethal,-34.54,138.52
AULOC,AU,LOC,Lock,-33.56,135.75
AULOW,AU,LOW,Lisarow,-33.23,151.22
AULOX,AU,LOX,Loxton,-34.26,140.34
AULPS,AU,LPS,Light Pass,-34.27,139.1
AULPY,AU,LPY,Lower Plenty,-37.44,145.07
AULRA,AU,LRA,Lara,-38,144.24
AULRE,AU,LRE,Longreach,-23.43,144.25
AULRI,AU,LRI,Little River,-37.58,144.3
AULRM,AU,LRM,Manildra,-33.11,148.41
AULRP,AU,LRP,Larapinta,-27.39,153
AULSD,AU,LSD,Lonsdale,-35.06,138.29
AULST,AU,LST,Launceston,-41.43,147.13
AULSV,AU,LSV,Lansvale,-33.53,150.57
AULSW,AU,LSW,Lenswood,-34.55,138.49
AULSY,AU,LSY,Lismore,-28.8,153.27
AULTB,AU,LTB,Latrobe,-41.23,146.41
AULTE,AU,LTE,Collector,-34.55,149.26
AULTG,AU,LTG,Lithgow,-33.29,150.09
AULTN,AU,LTN,Lavington,-36.03,146.56
AULTO,AU,LTO,Laverton,-28.37,122.23
AULTP,AU,LTP,Lyndhurst,-30.31,152.05
AULTT,AU,LTT,Lytton,-27.25,153.1
AULTV,AU,LTV,Lotusvale,,
AULUC,AU,LUC,Lucinda,-18.52,146.33
AULUM,AU,LUM,Luddenham,-33.53,150.41
AULUN,AU,LUN,Lurnea/Sydney,-33.55,150.54
AULUT,AU,LUT,Laura Station,-15.56,144.44
AULUU,AU,LUU,Laura,-15.56,144.44
AULVH,AU,LVH,Laverton North,-37.5,144.47
AULVO,AU,LVO,Laverton,-28.62,122.4
AULWD,AU,LWD,Lowood,-27.28,152.35
AULWH,AU,LWH,Lawn Hill,-18.57,138.58
AULWN,AU,LWN,Lawnton,-27.17,152.59
AULY6,AU,LY6,Luskintyre,-32.4,151.25
AULYD,AU,LYD,Lilydale,-37.45,145.22
AULYF,AU,LYF,Lilyfield,-33.52,151.09
AULYT,AU,LYT,Lady Elliot Island,,
AULZR,AU,LZR,Lizard Island,-23.29,131.13
AUM2C,AU,M2C,Menzies Creek,-37.55,145.24
AUM2D,AU,M2D,Mount Dandenong,-37.5,145.22
AUM3M,AU,M3M,Mount Martha,-38.16,145.01
AUM3N,AU,M3N,Mornington,-38.13,145.02
AUM6Y,AU,M6Y,Montmorency,-37.43,145.07
AUM7K,AU,M7K,Hampton Park,-38.02,145.15
AUMAA,AU,MAA,Marrara,-12.24,130.54
AUMAD,AU,MAD,Maddington,-32.03,115.59
AUMAF,AU,MAF,Maffra,-37.58,146.59
AUMAH,AU,MAH,Matcham,-33.25,151.25
AUMAJ,AU,MAJ,Majura,-35.16,149.12
AUMAK,AU,MAK,Marsden Park,-33.41,150.5
AUMAL,AU,MAL,Maleny,-26.45,152.51
AUMAN,AU,MAN,Mont Albert North,-37.48,145.06
AUMAO,AU,MAO,Marayong,-33.45,150.54
AUMAR,AU,MAR,Marrickville,-33.55,151.1
AUMAS,AU,MAS,Mascot,-33.55,151.11
AUMAT,AU,MAT,Matraville,-33.57,151.14
AUMAU,AU,MAU,Maroubra,-33.56,151.14
AUMAV,AU,MAV,Maryvale,-28,152.14
AUMAW,AU,MAW,Mawson Lakes,-34.48,138.36
AUMAY,AU,MAY,Mayfield,-41.23,147.08
AUMB2,AU,MB2,Mount Benson,-37.05,139.47
AUMBA,AU,MBA,Mount Barker,-34.38,117.4
AUMBB,AU,MBB,Marble Bar,-21.17,119.74
AUMBC,AU,MBC,Myaree,-32.02,115.49
AUMBD,AU,MBD,Milbrodale,-32.45,151.06
AUMBE,AU,MBE,Paracombe,-34.51,138.47
AUMBF,AU,MBF,Mount Buffalo,-38.65,146.03
AUMBH,AU,MBH,Maryborough,-25.53,152.7
AUMBK,AU,MBK,Mooroolbark,-37.47,145.18
AUMBM,AU,MBM,Murrumbateman,-34.58,149.02
AUMBN,AU,MBN,Mount Barnett,,
AUMBU,AU,MBU,Mukinbudin,-30.55,118.12
AUMBW,AU,MBW,Moorabbin,-37.94,145.05
AUMBX,AU,MBX,Malua Bay,-35.48,150.14
AUMBY,AU,MBY,Maribyrnong,-37.47,144.53
AUMCB,AU,MCB,Minchinbury,-33.47,150.5
AUMCC,AU,MCC,Mount Cotton,-27.38,153.14
AUMCD,AU,MCD,Mcleans Ridges,-28.48,153.23
AUMCG,AU,MCG,McGraths Hill,-33.36,150.5
AUMCL,AU,MCL,McLaren Vale,-35.14,138.32
AUMCN,AU,MCN,Monarto South,-35.8,139.7
AUMCP,AU,MCP,Mcmahons Point,-33.5,151.12
AUMCR,AU,MCR,Mccrae,-38.2,144.55
AUMCS,AU,MCS,Mount Compass,-35.22,138.37
AUMCV,AU,MCV,Mcarthur River,-16.43,136.07
AUMCY,AU,MCY,Maroochydore Apt/Sunshine Coast,,
AUMD2,AU,MD2,Mount Macedon,-37.23,144.36
AUMD9,AU,MD9,Macclesfield,-35.1,138.5
AUMDA,AU,MDA,Merinda,-20.01,148.16
AUMDB,AU,MDB,Modbury,-34.5,138.41
AUMDC,AU,MDC,Mordialloc,-38.01,145.05
AUMDE,AU,MDE,Mindarie,-34.49,140.13
AUMDG,AU,MDG,Mundingburra,-19.18,146.47
AUMDI,AU,MDI,Molendinar,-27.59,153.22
AUMDL,AU,MDL,Mortdale,-33.58,151.05
AUMDN,AU,MDN,Macedon,-37.25,144.34
AUMDO,AU,MDO,Maidstone,-37.47,144.51
AUMDP,AU,MDP,Mandogalup,-32.12,115.48
AUMDS,AU,MDS,Maylands,-34.54,138.38
AUMDU,AU,MDU,Mandurah,-32.32,115.45
AUMEB,AU,MEB,Essendon Apt/Melbourne,,
AUMED,AU,MED,Mile End,-34.55,138.33
AUMEL,AU,MEL,Melbourne,-37.49,144.58
AUMEN,AU,MEN,Mernda,-37.36,145.06
AUMEP,AU,MEP,Melrose Park,-33.49,151.04
AUMER,AU,MER,Merbein,-31.1,142.04
AUMET,AU,MET,Moreton,-41.26,146.21
AUMEZ,AU,MEZ,Mount Eliza,-38.11,145.05
AUMFC,AU,MFC,Mansfield,-37.04,146.04
AUMFD,AU,MFD,Marsfield,-33.46,151.06
AUMFL,AU,MFL,Mount Full Stop,,
AUMFP,AU,MFP,Manners Creek,-30.63,138.71
AUMFX,AU,MFX,Morayfield,-27.06,152.56
AUMGB,AU,MGB,Mount Gambier,-37.83,140.78
AUMGE,AU,MGE,Mount Gravatt,-27.32,153.05
AUMGO,AU,MGO,Mittagong,-34.27,150.26
AUMGR,AU,MGR,Margaret River,-33.57,115.05
AUMGS,AU,MGS,Morningside,-27.28,153.04
AUMGT,AU,MGT,Milingimbi,-12.1,134.92
AUMGV,AU,MGV,Margaret River Station,-33.95,115.07
AUMHA,AU,MHA,Mathoura,-35.49,144.53
AUMHC,AU,MHC,Macmahon Camp 4,,
AUMHE,AU,MHE,Muchea,-31.35,115.58
AUMHL,AU,MHL,Mitchell,-35.12,149.08
AUMHO,AU,MHO,Mount House,,
AUMHU,AU,MHU,Mount Hotham,-36.98,147.14
AUMHW,AU,MHW,Mount Hawthorn,-31.55,115.5
AUMIB,AU,MIB,Milner Bay,,
AUMID,AU,MID,Midland,31.53,-115.59
AUMIH,AU,MIH,Mitchell Plateau,,
AUMII,AU,MII,Miami,-28.04,153.26
AUMIK,AU,MIK,Mickleham,-37.33,144.52
AUMIL,AU,MIL,Milperra,-33.93,150.98
AUMIM,AU,MIM,Merimbula,-36.88,149.9
AUMIN,AU,MIN,Minnipa,-32.85,135.15
AUMIP,AU,MIP,Mitchell Park,-37.31,143.48
AUMIT,AU,MIT,Mitcham,-37.49,145.12
AUMIY,AU,MIY,Mittiebah,,
AUMIZ,AU,MIZ,Mainoru,,
AUMJK,AU,MJK,Monkey Mia,-25.79,113.71
AUMJP,AU,MJP,Manjimup,-34.24,116.14
AUMKG,AU,MKG,Mount Kuring-Gai,-33.39,151.08
AUMKR,AU,MKR,Meekatharra,-26.59,118.49
AUMKV,AU,MKV,Mount Cavenagh,-32.67,138.99
AUMKY,AU,MKY,Mackay,-21.09,149.12
AUMLA,AU,MLA,Michelago,-35.43,149.09
AUMLE,AU,MLE,Melville,-28.11,116.44
AUMLF,AU,MLF,Mclaren Flat,-35.13,138.35
