id,country,location,name,lat,lng
PLCZU,PL,CZU,Czudec,49.56,21.5
PLCZW,PL,CZW,Czestochowa,50.81,19.11
PLCZY,PL,CZY,Cieszyn,49.46,18.36
PLCZZ,PL,CZZ,Czyzew,52.48,22.19
PLD2L,PL,D2L,Luboszyce,51.36,16.25
PLDAB,PL,DAB,Dabrowa Górnicza,50.2,19.12
PLDAL,PL,DAL,Daleszyce,50.48,20.48
PLDAR,PL,DAR,Darlowo,54.25,16.25
PLDAS,PL,DAS,Daszyna,52.15,19.18
PLDAT,PL,DAT,Dabrowa Tarnowska,50.1,21
PLDB2,PL,DB2,Dobre,52.2,21.41
PLDBA,PL,DBA,Dabrowa Bialostocka,53.39,23.21
PLDBB,PL,DBB,Dobrcz,53.16,18.09
PLDBC,PL,DBC,Dubeczno,51.26,23.26
PLDBE,PL,DBE,Dabie,52.05,18.5
PLDBG,PL,DBG,Dobiegniew,52.58,15.45
PLDBK,PL,DBK,Dabrówka,51.26,15.1
PLDBL,PL,DBL,Deblin,51.33,21.49
PLDBN,PL,DBN,Dabrowno,51.52,15.55
PLDBO,PL,DBO,Dobrzyków,52.28,19.45
PLDBR,PL,DBR,Dobroszyce,51.16,17.2
PLDBW,PL,DBW,Dabrowa Rusiecka,51.2,18.57
PLDBZ,PL,DBZ,Dobrodzien,50.44,18.27
PLDCE,PL,DCE,Dobczyce,49.88,20.09
PLDCK,PL,DCK,Dabrowa Chelminska,53.11,18.18
PLDCZ,PL,DCZ,Duczki,52.22,21.17
PLDDN,PL,DDN,Debno,52.44,14.41
PLDEB,PL,DEB,Debica,50.03,21.24
PLDEZ,PL,DEZ,Debrzno,53.32,17.14
PLDKA,PL,DKA,Debnica Kaszubska,54.22,17.09
PLDKC,PL,DKC,Dulga Koscielna,52.14,21.21
PLDKL,PL,DKL,Dziadowa Kloda,51.14,17.43
PLDKO,PL,DKO,Radków,50.31,16.24
PLDKW,PL,DKW,Grodków,50.42,17.23
PLDLN,PL,DLN,Doluje,53.43,14.4
PLDLU,PL,DLU,Dlugosiodlo,52.46,21.36
PLDMC,PL,DMC,Damnica,54.3,17.16
PLDMW,PL,DMW,Domaniewice,51.38,20.28
PLDNW,PL,DNW,Dobrzyn nad Wisla,52.39,19.2
PLDOA,PL,DOA,Dobra,53.35,15.18
PLDOB,PL,DOB,Dobron,51.38,19.15
PLDOK,PL,DOK,Dobrzyniewo Koscielne,53.11,17.13
PLDOL,PL,DOL,Dołuje Mierzyn,53.26,14.24
PLDOM,PL,DOM,Dobre Miasto,53.59,20.23
PLDOR,PL,DOR,Dorohusk,51.1,23.48
PLDOU,PL,DOU,Drzonowo,53.48,16.51
PLDOW,PL,DOW,Dabrowice,52.19,19.06
PLDPW,PL,DPW,Dopiewo,52.22,16.41
PLDRE,PL,DRE,Drahle,53.23,23.34
PLDRM,PL,DRM,Drohiczyn,52.24,22.39
PLDRN,PL,DRN,Dobron,51.38,19.15
PLDRP,PL,DRP,Drawsko Pomorskie,53.32,15.48
PLDRW,PL,DRW,Drzonkow,51.53,153.41
PLDRY,PL,DRY,Drygaly,53.41,22.06
PLDRZ,PL,DRZ,Drzewica,51.27,20.28
PLDSK,PL,DSK,Dolsk,51.59,17.04
PLDSP,PL,DSP,Prusice,51.22,16.58
PLDUB,PL,DUB,Dubiecko,49.49,22.23
PLDUK,PL,DUK,Dukla,49.34,21.41
PLDUS,PL,DUS,Duszniki Zdrój,50.24,16.24
PLDWI,PL,DWI,Dzwierzuty,53.43,20.57
PLDWK,PL,DWK,Dwikozy,50.44,21.47
PLDWM,PL,DWM,Debe Wielkie,52.12,21.27
PLDYW,PL,DYW,Dywity,53.5,20.28
PLDZA,PL,DZA,Dzialoszyn,51.07,18.52
PLDZC,PL,DZC,Dobieszowice,50.24,19
PLDZD,PL,DZD,Dzialoszyce,50.22,20.21
PLDZE,PL,DZE,Dobrzykowice Wroclawskie,,
PLDZG,PL,DZG,Dzierzgon,53.56,19.21
PLDZI,PL,DZI,Dzialdowo,53.14,20.11
PLDZK,PL,DZK,Drezdenko-Chyze,52.5,15.5
PLDZL,PL,DZL,Dziekanów Lesny,52.2,20.5
PLDZN,PL,DZN,Dziwnow,54.02,14.45
PLDZO,PL,DZO,Dzierzoniów,50.44,16.39
PLDZW,PL,DZW,Smardzew,51.53,19.29
PLDZZ,PL,DZZ,Dzierzazno,54.18,18.16
PLECI,PL,ECI,Mierzecice,50.27,19.08
PLELB,PL,ELB,Elblag,54.1,19.23
PLEPR,PL,EPR,Nieporet,52.26,21.03
PLERP,PL,ERP,Sierpów,52.01,19.15
PLETE,PL,ETE,Swiete,53.19,15.05
PLEWC,PL,EWC,Boleslawice,54.26,16.57
PLEWI,PL,EWI,Niewiadów,51.37,19.55
PLFAB,PL,FAB,Fabianów,51.53,17.4
PLFAL,PL,FAL,Falkowo,52.29,17.26
PLFBI,PL,FBI,Fabianki,52.44,19.07
PLFBK,PL,FBK,Frombork,54.21,19.41
PLFJC,PL,FJC,Fajslawice,51.06,22.58
PLFRY,PL,FRY,Frysztak,49.5,21.36
PLFYO,PL,FYO,Folwark,53.52,19.28
PLG4K,PL,G4K,Glinojeck,52.49,20.18
PLG8N,PL,G8N,Gubin,51.57,14.43
PLG9N,PL,G9N,Górno,50.51,20.49
PLGAB,PL,GAB,Gabin,52.24,19.44
PLGAL,PL,GAL,Galewice,51.21,18.15
PLGAR,PL,GAR,Garbów,50.52,17.28
PLGAS,PL,GAS,Golasowice,49.55,18.42
PLGBN,PL,GBN,Grebocin,53.03,18.43
PLGBO,PL,GBO,Garbow,51.21,22.21
PLGBW,PL,GBW,Grabow,52.13,19.37
PLGCO,PL,GCO,Goscino,54.03,15.39
PLGCW,PL,GCW,Goclaw,52.22,21.09
PLGCZ,PL,GCZ,Gorczyn,51.35,19.09
PLGDK,PL,GDK,Gadki,49.44,21.26
PLGDN,PL,GDN,Gdansk,54.34,18.64
PLGDP,PL,GDP,Goldap,54.18,22.18
PLGDW,PL,GDW,Gdów,49.55,20.12
PLGDY,PL,GDY,Gdynia,54.3,18.33
PLGGO,PL,GGO,Glogoczów,49.54,19.52
PLGIC,PL,GIC,Grabica,51.29,19
PLGIE,PL,GIE,Gielniów,51.24,20.29
PLGIZ,PL,GIZ,Gizycko,54.02,21.46
PLGJW,PL,GJW,Grajewo,53.39,22.27
PLGKI,PL,GKI,Glinki,51.52,22.34
PLGKK,PL,GKK,Grabowo Koscierskie,54.1,18.08
PLGKW,PL,GKW,Godzikowice,50.54,17.2
PLGKZ,PL,GKZ,Górki Zachodnie,54.22,18.46
PLGLB,PL,GLB,Glubczyce,50.12,17.49
PLGLC,PL,GLC,Gorlice,49.4,21.1
PLGLE,PL,GLE,Garbatka-Letnisko,51.3,21.38
PLGLK,PL,GLK,Golków,52.02,20.58
PLGLN,PL,GLN,Goledzinów,51.41,17
PLGLO,PL,GLO,Gluchowo,52.64,16.33
PLGLS,PL,GLS,Gloskow,51.56,21.42
PLGLU,PL,GLU,Glucholazy,50.18,17.21
PLGLW,PL,GLW,Glogow,51.39,16.04
PLGLZ,PL,GLZ,Golczewo,53.49,14.58
PLGMO,PL,GMO,Wegierska Górka,49.36,19.08
PLGMZ,PL,GMZ,Glina,52.06,21.21
PLGNA,PL,GNA,Golina,51.55,17.29
PLGNI,PL,GNI,Gniewino,54.43,18
PLGNK,PL,GNK,Glinianka,52.08,21.26
PLGNN,PL,GNN,Glinnik,51.53,19.3
PLGNP,PL,GNP,Grabów nad Prosna,51.31,18.07
PLGNW,PL,GNW,Gniewkowo,52.89,18.4
PLGNZ,PL,GNZ,Gniezno,52.31,17.36
PLGOA,PL,GOA,Gozdnica,51.26,15.06
PLGOC,PL,GOC,Goczalków,50.42,17.17
PLGOD,PL,GOD,Golub-Dobrzyn,53.06,19.03
PLGOE,PL,GOE,Goleszów,49.44,18.44
PLGOG,PL,GOG,Gogolin,50.49,18.01
PLGOI,PL,GOI,Goluski,52.21,16.45
PLGOK,PL,GOK,Góra Kalwaria,51.59,21.14
PLGOL,PL,GOL,Goleniów,53.34,14.49
PLGOM,PL,GOM,Godziesze Male,51.38,18.09
PLGON,PL,GON,Goniadz,53.29,22.45
PLGOO,PL,GOO,Goscicino,54.36,18.09
PLGOR,PL,GOR,Gorzuchowo,53.21,18.41
PLGOS,PL,GOS,Goswinowice,50.29,17.15
PLGOU,PL,GOU,Gomunice,51.1,16.29
PLGOW,PL,GOW,Gorzów Wielkopolski,52.44,15.14
PLGOZ,PL,GOZ,Goczalkowice Zdrój,49.57,18.58
PLGPK,PL,GPK,Gawluszowice,50.25,21.23
PLGPS,PL,GPS,Grodzisk,53.63,23.18
PLGRA,PL,GRA,Gora,51.4,16.31
PLGRB,PL,GRB,Grzybowo,54.05,17.54
PLGRC,PL,GRC,Gieralcice,50.21,17.18
PLGRD,PL,GRD,Gromadka,51.22,15.45
PLGRI,PL,GRI,Gornica,53.21,16.17
PLGRK,PL,GRK,Grodzisk Mazowiecki,52.07,20.38
PLGRN,PL,GRN,Gryfino,53.14,14.29
PLGRO,PL,GRO,Grojec,51.52,20.52
PLGRP,PL,GRP,Góra Pulawska,51.24,21.56
PLGRU,PL,GRU,Grudziadz,53.48,18.75
PLGRW,PL,GRW,Gniew,53.5,18.5
PLGRY,PL,GRY,Gryfice,53.55,15.12
PLGRZ,PL,GRZ,Grzybow Swietokrzyskie,50,21.18
PLGSK,PL,GSK,Gryfow Slaski,51.02,15.25
PLGSL,PL,GSL,Gora Slaska,,
PLGST,PL,GST,Stawiguda,53.4,20.24
PLGTA,PL,GTA,Gostyczyna,51.41,18.05
PLGTW,PL,GTW,Gieraltowiec,51.11,15.59
PLGTY,PL,GTY,Gostyn,51.52,17
PLGUB,PL,GUB,Cybinka,52.12,14.47
PLGUW,PL,GUW,Goluchów,51.51,17.56
PLGUZ,PL,GUZ,Guzów,51.26,20.1
PLGW2,PL,GW2,Gmina Potegowo,54.29,17.29
PLGW4,PL,GW4,Godziszów,50.46,22.29
PLGWC,PL,GWC,Gliwice,50.17,18.41
PLGWI,PL,GWI,Garwolin,51.54,21.38
PLGWM,PL,GWM,Głogów Małopolski,50.09,21.58
PLGWO,PL,GWO,Glowno,51.58,19.42
PLGYN,PL,GYN,Gostynin,52.25,19.27
PLGZ2,PL,GZ2,Gaszowice,50.07,18.27
PLGZ9,PL,GZ9,Gmina Zabia Wola,52.01,20.41
PLGZA,PL,GZA,Gluszyca,51.03,18.28
PLGZD,PL,GZD,Górazdze,50.31,18.01
PLGZE,PL,GZE,Gorzyce (Tarnobrzeg),50.4,21.49
PLGZK,PL,GZK,Grodzisk Wielkopolski,52.22,16.36
PLGZM,PL,GZM,Grzymiszew,52.02,18.21
PLGZO,PL,GZO,Gorzno,53.12,19.39
PLGZS,PL,GZS,Goszczanów,51.47,18.31
PLGZW,PL,GZW,Gorzow,50.04,19.14
PLGZZ,PL,GZZ,Goszczyn,51.44,20.51
PLHAL,PL,HAL,Halinów,52.22,19.28
PLHBZ,PL,HBZ,Hrubieszów,50.48,23.55
PLHCL,PL,HCL,Chyliczki,52.05,21.03
PLHEL,PL,HEL,Hel,54.36,18.48
PLHJK,PL,HJK,Hajnówka,52.44,23.35
PLHKW,PL,HKW,Harklowa,49.43,21.21
PLHLM,PL,HLM,Halinow Minsk,52.13,21.21
PLHRE,PL,HRE,Hrebenne,50.16,23.34
PLHZW,PL,HZW,Huszlew,52.08,22.5
PLIBN,PL,IBN,Izabelin,53.08,23.15
PLICK,PL,ICK,Izbicko,50.35,18.09
PLIEG,PL,IEG,Zielona Gora,51.93,15.5
PLIKE,PL,IKE,Jarosty,51.27,19.41
PLILA,PL,ILA,Ilawa,53.36,19.34
PLILW,PL,ILW,Ilowa,51.29,15.11
PLILZ,PL,ILZ,Ilza,51.1,21.15
PLINO,PL,INO,Inowroclaw,52.47,18.15
PLIST,PL,IST,Istebna,49.33,18.53
PLIT5,PL,IT5,Piorunów,52.12,20.34
PLIWA,PL,IWA,Iwaniska,50.44,21.17
PLIWD,PL,IWD,Iwanowice Dworskie,50.13,19.58
PLIYC,PL,IYC,Iwierzyce,50.01,21.46
PLIZK,PL,IZK,Izdebnik,49.52,19.46
PLIZZ,PL,IZZ,Iwonicz-Zdrój,49.34,21.48
PLJ8M,PL,J8M,Jablonka,49.29,19.42
PLJAA,PL,JAA,Jasienica,50.05,19.33
PLJAC,PL,JAC,Jackowice,52.1,19.48
PLJAI,PL,JAI,"Jasieniec, Grojec",51.5,20.56
PLJAK,PL,JAK,Jaksice,52.52,18.12
PLJAO,PL,JAO,Janikowo,52.26,17.02
PLJAR,PL,JAR,Jaroslaw,50.01,22.67
PLJAS,PL,JAS,Jaslo,49.45,21.28
PLJAT,PL,JAT,Jastarnia,54.41,18.4
PLJAW,PL,JAW,Jaworzno,50.12,19.16
PLJBL,PL,JBL,Jablonowo Pomorskie,53.24,19.09
PLJBO,PL,JBO,Jablonna,52.13,16.13
PLJCW,PL,JCW,Janowice Wielkie,50.52,15.55
PLJDL,PL,JDL,Jedlinsk,51.31,21.07
PLJDO,PL,JDO,Jordanów,49.39,19.5
PLJDZ,PL,JDZ,Jedlina-Zdrój,50.44,16.2
PLJED,PL,JED,Jedlicze,49.43,21.39
PLJEG,PL,JEG,Jelenia Góra,50.54,15.43
PLJEJ,PL,JEJ,Jejkowice,50.06,18.29
PLJEL,PL,JEL,Jelesnia,49.39,19.18
PLJEO,PL,JEO,Jezowe,50.22,22.09
PLJEW,PL,JEW,Jelowa,50.48,18.04
PLJEZ,PL,JEZ,Jezewo,53.1,18.29
PLJKA,PL,JKA,Jerka,52,16.51
PLJKI,PL,JKI,Janki,52.2,19.4
PLJKO,PL,JKO,Jastkowice,50.6,22.1
PLJKR,PL,JKR,Jaktorów,52.05,20.34
PLJKU,PL,JKU,Jakuszyce,50.49,15.26
PLJKW,PL,JKW,Jankowice,52.26,16.37
PLJLA,PL,JLA,Jablonna,52.23,20.53
PLJLE,PL,JLE,Jelcz-Laskowice,51.01,17.17
PLJLW,PL,JLW,Jodlownik,50.38,16.36
PLJNK,PL,JNK,Jelonek,52.3,16.5
PLJNO,PL,JNO,"Janów, Katowice",50.15,19.05
PLJNW,PL,JNW,Janów,50.43,19.26
PLJOE,PL,JOE,Józefoslaw/Piaseczno,52.06,21.02
PLJON,PL,JON,Jarocin,51.58,17.31
PLJOO,PL,JOO,Jagatowo,54.14,18.33
PLJOS,PL,JOS,Jordanow Slaski,50.51,16.52
PLJOW,PL,JOW,Jozefow (Powiat Otwocki),52.08,21.14
PLJOZ,PL,JOZ,Józefów,52.06,18.48
PLJRK,PL,JRK,Jawornik,49.51,19.53
PLJRO,PL,JRO,Jaroszów,50.4,19.22
PLJRS,PL,JRS,Jaroszowiec,50.2,19.36
PLJRT,PL,JRT,Jurata,54.68,18.71
PLJSK,PL,JSK,Jasionka,52.5,22.23
PLJST,PL,JST,Jastrowie,53.25,16.49
PLJTO,PL,JTO,Jutrosin,51.39,17.11
PLJTW,PL,JTW,Jastków,51.19,22.28
PLJUC,PL,JUC,Juchnowiec Koscielny,53.01,23.09
PLJWB,PL,JWB,Jarnoltówek,50.16,17.27
PLJWD,PL,JWD,Sadki,53.1,17.27
PLJWE,PL,JWE,Jaworze,49.48,18.57
PLJWI,PL,JWI,Janowiec Wielkopolski,52.45,17.3
PLJWK,PL,JWK,Jawornik Polski,49.53,22.11
PLJWL,PL,JWL,Janów Lubelski,50.42,22.25
PLJWO,PL,JWO,Jaworzno,51.01,18.39
PLJWP,PL,JWP,Janów Podlaski,52.12,23.13
PLJWR,PL,JWR,Jawor,51.03,16.11
PLJWS,PL,JWS,Jaworzyna Slaska,50.55,16.28
PLJWY,PL,JWY,Jawczyce,52.12,20.51
PLJWZ,PL,JWZ,Jerzmanowice,50.13,19.44
PLJZB,PL,JZB,Jastrzebie Zdrój,49.57,18.35
PLJZI,PL,JZI,Jeziorany,53.59,20.45
PLJZS,PL,JZS,Jezów Sudecki,50.56,15.44
PLJZW,PL,JZW,Jedrzejow,50.38,20.18
PLJZY,PL,JZY,Jeziorzany,51.36,22.17
PLK2A,PL,K2A,Krzemienica,50.04,22.12
PLK2B,PL,K2B,Kodrab,51.06,19.38
PLK2D,PL,K2D,Kazimierz Dolny,51.19,21.57
PLK2W,PL,K2W,Korzeniew,51.57,18.13
PLKAA,PL,KAA,Kowala Stepocina,51.2,21.05
PLKAC,PL,KAC,Kaczyce,49.49,18.37
PLKAG,PL,KAG,Kamienna Góra,50.47,16.02
PLKAJ,PL,KAJ,Karlikowo,54.45,18.1
PLKAK,PL,KAK,Kaliska Kosierskie,54.09,18.02
PLKAL,PL,KAL,Kalisz,51.75,18.08
PLKAM,PL,KAM,Kamienna Góra,54.31,18.33
PLKAN,PL,KAN,Kamionka,50.12,18.55
PLKAO,PL,KAO,Kamien Pomorski,53.58,14.46
PLKAP,PL,KAP,Kapino,54.38,18.15
PLKAR,PL,KAR,Kazmierz,52.31,16.35
PLKAS,PL,KAS,Krasiniec,52.56,20.59
PLKAW,PL,KAW,Kamieniec Wroclawski,51.07,17.17
PLKAY,PL,KAY,Kopaliny,49.59,20.36
PLKAZ,PL,KAZ,Kazimierz,51.19,21.57
PLKBL,PL,KBL,Kobylany,52.03,23.34
PLKBN,PL,KBN,Kobylnica,52.26,17.03
PLKBO,PL,KBO,Kuczbork-Osada,53.05,20.02
PLKBS,PL,KBS,Kolbaskowo,53.2,14.26
PLKBU,PL,KBU,Klobuck,50.54,18.56
PLKBY,PL,KBY,Kobylin,51.43,17.14
PLKCC,PL,KCC,Koscielec,50.54,19.13
PLKCI,PL,KCI,Kunice,52.16,14.39
PLKCL,PL,KCL,Kucelinska,,
PLKCN,PL,KCN,Krasocin,50.54,20.07
PLKCO,PL,KCO,Kreznica Okragla,51.1,22.15
PLKCR,PL,KCR,Kocierzew,52.13,20.02
PLKCW,PL,KCW,Karczew,52.05,21.15
PLKCY,PL,KCY,Korczyna,49.43,21.49
PLKCZ,PL,KCZ,Kanczuga,49.59,22.25
PLKDZ,PL,KDZ,Kudowa-Zdrój,50.27,16.15
PLKEK,PL,KEK,Kedzierzyn-Kozle,50.21,18.12
PLKEM,PL,KEM,Krzemieniewo,51.52,16.5
PLKEN,PL,KEN,Kielno,54.27,18.21
PLKEP,PL,KEP,Kepno,51.17,17.59
PLKET,PL,KET,Kętrzyn,54.05,21.23
PLKEZ,PL,KEZ,Ketrzyn,54.04,21.22
PLKGA,PL,KGA,Kobyla Góra,51.23,17.5
PLKGY,PL,KGY,Kozieglowy,50.36,19.1
PLKIC,PL,KIC,Kielczyglow,51.14,18.59
PLKIE,PL,KIE,Sulkowice,49.84,19.8
PLKIJ,PL,KIJ,Kijow,50.21,17.14
PLKIK,PL,KIK,Kijewo Krolewskie,53.16,18.26
PLKIL,PL,KIL,Kielczów,51.08,17.1
PLKIS,PL,KIS,Kiszkowo,52.35,17.15
PLKIZ,PL,KIZ,Kietrz,50.05,18
PLKJW,PL,KJW,Waganiec,52.49,18.51
PLKKE,PL,KKE,Krapkowice,50.47,17.96
PLKKG,PL,KKG,Klecza Górna,49.52,19.34
PLKKN,PL,KKN,Krzesk Królowa Niwa,52.04,22.37
PLKKO,PL,KKO,Kosakowo,54.35,18.29
PLKKR,PL,KKR,Kiekrz,52.29,16.47
PLKKW,PL,KKW,Kamienica Królewska,54.24,17.53
PLKL9,PL,KL9,Kluczkowice,51.05,21.56
PLKLA,PL,KLA,Kobylanka,53.24,14.49
PLKLC,PL,KLC,Kielce,50.87,20.63
PLKLD,PL,KLD,Klodawa,52.15,18.54
PLKLE,PL,KLE,Kleszczów,51.14,19.18
PLKLG,PL,KLG,Kolczyglowy,54.14,17.14
PLKLI,PL,KLI,Klikawa,51.41,21.91
PLKLK,PL,KLK,Kluszkowce,49.27,20.19
PLKLL,PL,KLL,Kleszczele,52.35,23.19
PLKLN,PL,KLN,Kolno,52.19,21.22
PLKLO,PL,KLO,Klodzko,50.43,16.65
PLKLP,PL,KLP,Kielpino,54.17,18.14
PLKLQ,PL,KLQ,Kolo,52.11,18.37
PLKLS,PL,KLS,Koluszki,51.46,19.48
PLKLT,PL,KLT,Kalety,50.34,18.54
PLKLU,PL,KLU,Kluczbork,50.97,18.21
PLKLW,PL,KLW,Klimontów,50.39,21.26
PLKLX,PL,KLX,Kolonowskie,50.39,18.22
PLKLY,PL,KLY,Kostomloty,51.03,16.37
PLKLZ,PL,KLZ,Klucze,50.2,19.34
PLKMC,PL,KMC,Kamieniec,52.33,17.58
PLKMI,PL,KMI,Kamiensk,51.13,19.3
PLKMK,PL,KMK,Kramsk,52.16,18.26
PLKMN,PL,KMN,Krupsky Mlyn,50.34,18.37
PLKMO,PL,KMO,Komorzno,51.07,18.04
PLKMR,PL,KMR,Krynica Morska,54.23,19.27
PLKMS,PL,KMS,Kamień Krajeński,53.32,17.31
PLKMW,PL,KMW,Komorow,52.08,20.49
PLKMZ,PL,KMZ,Kamieniec Zabkowicki,50.31,16.52
PLKNC,PL,KNC,Krosnice,51.29,17.21
PLKND,PL,KND,Kondratki,53.02,23.55
PLKNI,PL,KNI,Karnice,54.02,15.03
PLKNK,PL,KNK,Koneck,52.47,18.43
PLKNM,PL,KNM,Kanie,52.08,20.46
PLKNO,PL,KNO,Kolno,53.25,21.56
PLKNQ,PL,KNQ,Karlino,54.01,15.52
PLKNS,PL,KNS,Konstantcin,52.05,21.06
PLKNU,PL,KNU,Knurow,50.13,18.4
PLKNW,PL,KNW,Klonowa,51.25,18.26
PLKO7,PL,KO7,Kowale,53.33,23.39
PLKOA,PL,KOA,Kobylka,52.2,21.11
PLKOB,PL,KOB,Kobylnica,52.35,18.27
PLKOC,PL,KOC,Korczowa,49.57,23.04
PLKOD,PL,KOD,Krosno Odrzanskie,52.03,15.05
PLKOE,PL,KOE,Koleczkowo,54.29,18.21
PLKOI,PL,KOI,Konopiska,50.44,19.01
PLKOK,PL,KOK,Krokowa,54.47,18.1
PLKOL,PL,KOL,Kolobrzeg,54.11,15.35
PLKOM,PL,KOM,Komorowice,49.51,19.03
PLKON,PL,KON,Konin,52.12,18.14
PLKOO,PL,KOO,Koronowo,53.19,17.57
PLKOP,PL,KOP,Kopytów,52.12,20.39
PLKOR,PL,KOR,Koroszczyn,52.05,23.33
PLKOS,PL,KOS,Koscierzyna,54.07,17.59
PLKOT,PL,KOT,Kotla,51.74,16.03
PLKOW,PL,KOW,Kurow,52.01,22.35
PLKOY,PL,KOY,Truskolasy,50.52,18.5
PLKOZ,PL,KOZ,Kozy,49.5,19.08
PLKP9,PL,KP9,Zla Wies Wielka,53.06,18.2
PLKPA,PL,KPA,Kopanica,52.06,15.55
PLKPC,PL,KPC,Kepice,54.14,16.52
PLKPK,PL,KPK,Karpicko,52.08,16.08
PLKPM,PL,KPM,Kowalewo Pomorskie,53.09,18.54
PLKPN,PL,KPN,Kupienino,52.15,15.37
PLKPO,PL,KPO,Sicienko,53.12,17.48
PLKPR,PL,KPR,Korfantów,50.29,17.36
PLKPS,PL,KPS,Kampinos,52.16,20.28
PLKPW,PL,KPW,Kraplewo,52.18,16.41
PLKRA,PL,KRA,Krasnystaw,50.98,23.16
PLKRC,PL,KRC,Kroscienko,49.26,20.25
PLKRE,PL,KRE,Krzewie,52.14,19.1
PLKRI,PL,KRI,Kórnik,52.15,17.06
PLKRK,PL,KRK,Krakow,50.06,19.93
PLKRM,PL,KRM,Krynica Morska,54.23,19.27
PLKRN,PL,KRN,Krotoszyn,51.42,17.25
PLKRO,PL,KRO,Krosno,49.41,21.47
PLKRS,PL,KRS,Krasnik,50.55,22.14
PLKRW,PL,KRW,Krerowo,52.17,17.12
PLKRY,PL,KRY,Krynica,49.26,20.58
PLKRZ,PL,KRZ,Krzyz,52.53,16.01
PLKSA,PL,KSA,Kamienica Szlachecka,54.16,17.57
PLKSC,PL,KSC,Koscian,52.05,16.38
PLKSE,PL,KSE,Konskie,51.12,20.25
PLKSL,PL,KSL,Kosow Lacki,52.35,22.08
PLKSN,PL,KSN,Koszecin,50.38,18.5
PLKSW,PL,KSW,Kielcze Stare,53.28,21.58
PLKSZ,PL,KSZ,Korsze,54.1,21.08
PLKTN,PL,KTN,Kotlin,51.55,17.39
PLKTR,PL,KTR,Kietrz,50.05,18
PLKTW,PL,KTW,Katowice,50.25,19.02
PLKTY,PL,KTY,Kety,49.52,19.13
PLKTZ,PL,KTZ,Kartuzy,54.2,18.12
PLKU3,PL,KU3,Kaluszyn,52.27,20.52
PLKUB,PL,KUB,Kuznica Bialostocka,53.3,23.39
PLKUE,PL,KUE,Kurznie,50.54,17.39
PLKUJ,PL,KUJ,Strzelce Dolne,53.13,18.11
PLKUP,PL,KUP,Krzesimów,51.15,22.48
PLKUR,PL,KUR,Kuznia Raciborska,50.12,18.18
PLKUS,PL,KUS,Kruszyn,51.15,15.36
PLKUT,PL,KUT,Kutno,52.23,19.35
PLKUW,PL,KUW,Kurylówka,50.18,22.28
PLKUY,PL,KUY,Losiów,50.47,17.34
PLKW3,PL,KW3,Kowale,54.22,17.48
PLKWA,PL,KWA,Kowary,50.47,15.5
PLKWC,PL,KWC,Kawcze,54.04,16.52
PLKWD,PL,KWD,Kwidzyn,53.73,18.93
PLKWE,PL,KWE,Karlowice,52.3,17.07
PLKWI,PL,KWI,Kowalice,51.29,15.13
PLKWK,PL,KWK,Kliniska Wielkie,53.28,14.46
PLKWL,PL,KWL,Konstantynów Lódzki,51.45,19.2
PLKWN,PL,KWN,Klewinowo,52.59,23.11
PLKWO,PL,KWO,Ksawerów,51.41,19.25
PLKWY,PL,KWY,Krzywda,51.49,22.12
PLKWZ,PL,KWZ,Kazimierza Wielka,50.16,20.29
PLKYA,PL,KYA,Kcynia,52.59,17.3
PLKYC,PL,KYC,Korycin,53.27,23.06
PLKYD,PL,KYD,Klaudyn,52.17,20.51
PLKYE,PL,KYE,Kobierzyce,50.58,16.56
PLKYK,PL,KYK,Kamyk,50.32,19.86
PLKYL,PL,KYL,Kolaczyce,49.49,21.26
PLKYM,PL,KYM,Krzymów,52.12,18.26
PLKYN,PL,KYN,Krzywin,51.57,16.49
PLKYO,PL,KYO,Krzyzanów,52.11,19.27
PLKYW,PL,KYW,Katy Wroclawskie,51.02,16.46
PLKYZ,PL,KYZ,Krzyz,53.48,17.54
PLKZ4,PL,KZ4,Korzenna,49.41,20.51
PLKZA,PL,KZA,Kolbuszowa,50.14,21.46
PLKZB,PL,KZB,Korzybie,54.18,16.52
PLKZC,PL,KZC,Krzeszowice,50.08,19.38
PLKZD,PL,KZD,Kalwaria Zebrzydowska,49.52,19.41
PLKZE,PL,KZE,Kozienice,51.35,21.34
PLKZI,PL,KZI,Kruszwica,52.41,18.18
PLKZK,PL,KZK,Krzyszkowice,49.53,19.56
PLKZL,PL,KZL,Kozietuly,51.45,20.47
PLKZM,PL,KZM,Kozminiec,51.49,17.37
PLKZN,PL,KZN,"Kozmin, Krotoszyn",51.49,17.27
PLKZO,PL,KZO,Kleszczewo,52.2,17.11
PLKZT,PL,KZT,Kurzetnik,53.24,19.34
PLKZU,PL,KZU,Kozuchów,51.45,15.36
PLKZW,PL,KZW,Krzeszów,50.44,16.04
PLKZY,PL,KZY,Kostrzyn,52.35,14.39
PLLAC,PL,LAC,Lacko,49.33,20.27
PLLAD,PL,LAD,Ladzice,51.05,19.21
PLLAG,PL,LAG,Lagiewniki,50.47,16.5
PLLAN,PL,LAN,Lancut,50.04,22.14
PLLAP,PL,LAP,Lipsko,51.1,21.39
PLLAS,PL,LAS,Laskowice,53.31,18.27
PLLAT,PL,LAT,Latowice,51.39,17.58
PLLAW,PL,LAW,Lagowica,50.43,21.1
PLLAY,PL,LAY,Lazy,50.21,19.25
PLLAZ,PL,LAZ,Laziska,49.57,18.27
